Frequency (Hz)	Level (dB)
4462.756348	-77.704193
4468.139648	-81.534470
4473.522949	-76.594788
4478.906250	-76.055328
4484.289551	-81.126343
4489.672852	-80.224411
4495.056152	-77.362663
4500.439453	-78.218079
4505.822754	-80.342171
4511.206055	-78.459099
4516.589355	-80.198662
4521.972656	-91.246819
4527.355957	-92.319984
4532.739258	-87.121109
4538.122559	-78.758835
4543.505859	-78.878143
4548.889160	-81.569893
4554.272461	-81.761230
4559.655762	-83.572380
4565.039062	-93.283051
4570.422363	-94.468040
4575.805664	-94.120293
4581.188965	-95.168274
4586.572266	-87.345253
4591.955566	-83.191536
4597.338867	-81.381996
4602.722168	-81.408073
4608.105469	-82.959404
4613.488770	-82.463448
4618.872070	-80.724258
4624.255371	-79.700089
4629.638672	-83.762505
4635.021973	-90.183205
4640.405273	-85.366699
4645.788574	-84.984421
4651.171875	-86.774025
4656.555176	-85.777901
4661.938477	-83.309135
4667.321777	-85.580353
4672.705078	-87.062103
4678.088379	-89.761261
4683.471680	-91.348930
4688.854980	-92.849365
4694.238281	-90.122482
4699.621582	-86.217888
4705.004883	-79.247116
4710.388184	-77.767830
4715.771484	-78.598114
4721.154785	-79.803581
4726.538086	-83.562691
4731.921387	-85.810005
4737.304688	-83.648026
4742.687988	-87.338898
4748.071289	-101.597603
4753.454590	-94.343277
4758.837891	-89.971176
4764.221191	-86.837090
4769.604492	-86.718407
4774.987793	-89.304886
4780.371094	-88.690628
4785.754395	-82.750809
4791.137695	-88.320389
4796.520996	-86.475746
4801.904297	-86.952347
4807.287598	-96.364571
4812.670898	-89.450279
4818.054199	-93.629646
4823.437500	-82.892036
4828.820801	-84.415604
4834.204102	-84.143471
4839.587402	-84.239098
4844.970703	-91.357788
4850.354004	-91.609924
4855.737305	-91.934036
4861.120605	-90.430656
4866.503906	-91.985825
4871.887207	-99.299995
4877.270508	-94.014175
4882.653809	-88.076614
4888.037109	-86.069084
4893.420410	-87.592201
4898.803711	-90.704536
4904.187012	-86.545845
4909.570312	-93.312157
4914.953613	-94.228691
4920.336914	-86.646523
4925.720215	-92.940468
4931.103516	-86.126831
4936.486816	-92.987267
4941.870117	-82.292854
4947.253418	-87.005684
4952.636719	-88.148247
4958.020020	-80.373779
4963.403320	-76.321472
4968.786621	-77.523537
4974.169922	-91.232948
4979.553223	-80.847229
4984.936523	-81.742538
4990.319824	-86.722145
4995.703125	-86.139496
5001.086426	-91.797844
5006.469727	-91.472847
5011.853027	-86.602280
5017.236328	-85.772675
5022.619629	-88.283836
5028.002930	-90.567711
5033.386230	-90.389954
5038.769531	-81.241035
5044.152832	-76.936996
5049.536133	-76.303352
5054.919434	-81.562744
5060.302734	-88.059486
5065.686035	-85.170830
5071.069336	-80.873856
5076.452637	-81.805664
5081.835938	-83.623032
5087.219238	-78.456184
5092.602539	-79.478683
5097.985840	-82.123444
5103.369141	-78.196411
5108.752441	-82.030624
5114.135742	-80.734192
5119.519043	-81.028282
5124.902344	-85.063881
5130.285645	-79.984070
5135.668945	-80.927620
5141.052246	-84.981789
5146.435547	-85.205444
5151.818848	-91.637955
5157.202148	-90.643921
5162.585449	-83.570953
5167.968750	-85.357536
5173.352051	-76.496689
5178.735352	-76.387993
5184.118652	-91.390144
5189.501953	-83.880173
5194.885254	-83.956581
5200.268555	-81.905762
5205.651855	-78.182724
5211.035156	-77.775185
5216.418457	-83.950928
5221.801758	-92.311272
5227.185059	-81.151657
5232.568359	-83.028931
5237.951660	-80.665863
5243.334961	-79.322853
5248.718262	-87.841904
5254.101562	-80.390587
5259.484863	-78.271690
5264.868164	-86.060486
5270.251465	-79.732056
5275.634766	-81.945755
5281.018066	-92.024902
5286.401367	-89.964577
5291.784668	-81.528343
5297.167969	-79.907379
5302.551270	-76.615021
