Frequency (Hz)	Level (dB)
5377.917480	-94.083885
5383.300781	-95.791687
5388.684082	-98.289803
5394.067383	-101.205872
5399.450684	-105.400467
5404.833984	-103.190468
5410.217285	-98.702377
5415.600586	-95.923744
5420.983887	-93.933083
5426.367188	-92.663620
5431.750488	-91.330666
5437.133789	-90.342712
5442.517090	-89.387039
5447.900391	-88.378899
5453.283691	-87.695946
5458.666992	-87.282494
5464.050293	-87.630257
5469.433594	-89.112717
5474.816895	-91.638702
5480.200195	-95.602119
5485.583496	-99.160316
5490.966797	-96.649086
5496.350098	-93.674919
5501.733398	-91.896805
5507.116699	-91.261490
5512.500000	-91.603966
5517.883301	-92.556198
5523.266602	-94.385353
5528.649902	-96.441170
5534.033203	-98.907677
5539.416504	-100.034401
5544.799805	-102.068413
5550.183105	-104.304527
5555.566406	-104.218346
5560.949707	-103.381744
5566.333008	-102.264000
5571.716309	-101.299622
5577.099609	-99.664848
5582.482910	-97.870583
5587.866211	-96.819603
5593.249512	-96.245186
5598.632812	-96.009521
5604.016113	-96.386131
5609.399414	-97.516380
5614.782715	-99.719749
5620.166016	-100.876015
5625.549316	-99.465118
5630.932617	-98.912094
5636.315918	-99.040199
5641.699219	-99.773033
5647.082520	-101.116753
5652.465820	-102.512985
5657.849121	-102.821480
5663.232422	-101.181808
5668.615723	-98.830521
5673.999023	-96.958984
5679.382324	-96.040924
5684.765625	-96.239815
5690.148926	-97.305153
5695.532227	-97.785973
5700.915527	-97.849380
5706.298828	-99.107048
5711.682129	-102.505379
5717.065430	-107.442223
5722.448730	-110.066750
5727.832031	-108.018188
5733.215332	-106.731285
5738.598633	-111.123611
5743.981934	-111.317963
5749.365234	-108.616531
5754.748535	-110.078377
5760.131836	-113.537926
5765.515137	-103.394669
5770.898438	-96.301331
5776.281738	-92.946426
5781.665039	-91.807396
5787.048340	-91.772018
5792.431641	-92.792397
5797.814941	-95.936111
5803.198242	-98.373848
5808.581543	-96.641472
5813.964844	-93.941063
5819.348145	-90.904854
5824.731445	-87.927452
5830.114746	-85.133446
5835.498047	-83.066025
5840.881348	-82.068520
5846.264648	-82.103287
5851.647949	-82.156525
5857.031250	-82.321350
5862.414551	-84.875214
5867.797852	-92.457253
5873.181152	-96.126732
5878.564453	-98.947975
5883.947754	-99.033150
5889.331055	-93.915466
5894.714355	-90.254425
5900.097656	-89.771530
5905.480957	-84.479500
5910.864258	-79.604164
5916.247559	-78.870750
5921.630859	-80.592957
5927.014160	-85.108727
5932.397461	-84.340813
5937.780762	-80.209755
5943.164062	-82.269432
5948.547363	-97.241493
5953.930664	-87.615784
5959.313965	-86.744003
5964.697266	-99.045853
5970.080566	-85.403015
5975.463867	-81.317978
5980.847168	-81.334320
5986.230469	-82.578712
5991.613770	-83.287384
5996.997070	-83.859421
6002.380371	-84.334229
6007.763672	-85.176384
6013.146973	-84.899300
6018.530273	-84.204803
6023.913574	-85.371727
6029.296875	-87.527267
6034.680176	-89.649620
6040.063477	-95.851929
6045.446777	-95.612228
6050.830078	-86.892616
6056.213379	-84.183952
6061.596680	-85.503479
6066.979980	-92.685265
6072.363281	-96.655457
6077.746582	-90.913521
6083.129883	-90.777519
6088.513184	-93.683517
6093.896484	-90.753571
6099.279785	-85.811180
6104.663086	-81.809479
6110.046387	-81.239624
6115.429688	-85.633774
6120.812988	-95.597404
6126.196289	-92.016296
6131.579590	-84.640701
6136.962891	-84.533676
6142.346191	-90.367386
6147.729492	-83.838470
6153.112793	-85.668930
6158.496094	-95.409424
6163.879395	-81.886787
6169.262695	-82.094215
6174.645996	-98.636871
6180.029297	-84.234154
6185.412598	-81.492310
6190.795898	-84.000694
6196.179199	-85.627258
6201.562500	-81.826004
6206.945801	-81.979660
6212.329102	-87.734077
6217.712402	-89.615135
6223.095703	-86.800697
6228.479004	-91.175812
6233.862305	-89.665062
6239.245605	-86.726318
6244.628906	-85.837318
6250.012207	-87.206871
6255.395508	-90.049026
6260.778809	-92.703995
6266.162109	-92.247520
6271.545410	-90.597282
6276.928711	-84.944633
6282.312012	-79.792068
6287.695312	-80.944290
6293.078613	-86.518898
6298.461914	-91.894333
6303.845215	-90.396133
6309.228516	-85.747894
6314.611816	-84.590973
